"","t","n"
"24070","2009-10-31 13:00:00",896
"24071","2009-10-31 14:00:00",884
"24072","2009-10-31 15:00:00",885
"24073","2009-10-31 16:00:00",833
"24074","2009-10-31 17:00:00",864
"24075","2009-10-31 18:00:00",802
"24076","2009-10-31 19:00:00",875
"24077","2009-10-31 20:00:00",911
"24078","2009-10-31 21:00:00",910
"24079","2009-10-31 22:00:00",833
"24080","2009-10-31 23:00:00",751
