"","X","t","n"
"21011",21011,"2009-06-26 02:00:00",28
"21012",21012,"2009-06-26 03:00:00",15
"21013",21013,"2009-06-26 04:00:00",13
"21014",21014,"2009-06-26 05:00:00",13
"21015",21015,"2009-06-26 06:00:00",35
"21016",21016,"2009-06-26 07:00:00",63
"21017",21017,"2009-06-26 08:00:00",76
"21018",21018,"2009-06-26 09:00:00",90
"21019",21019,"2009-06-26 10:00:00",97
"21020",21020,"2009-06-26 11:00:00",131
"21021",21021,"2009-06-26 12:00:00",114
"21022",21022,"2009-06-26 13:00:00",105
"21023",21023,"2009-06-26 14:00:00",140
"21024",21024,"2009-06-26 15:00:00",125
"21025",21025,"2009-06-26 16:00:00",159
"21026",21026,"2009-06-26 17:00:00",118
"21027",21027,"2009-06-26 18:00:00",110
"21028",21028,"2009-06-26 19:00:00",75
"21029",21029,"2009-06-26 20:00:00",91
"21030",21030,"2009-06-26 21:00:00",94
"21031",21031,"2009-06-26 22:00:00",84
"21032",21032,"2009-06-26 23:00:00",90
"21033",21033,"2009-06-27 00:00:00",165
"21034",21034,"2009-06-27 01:00:00",52
"21035",21035,"2009-06-27 02:00:00",30
"21036",21036,"2009-06-27 03:00:00",29
"21037",21037,"2009-06-27 04:00:00",29
"21038",21038,"2009-06-27 05:00:00",13
"21039",21039,"2009-06-27 06:00:00",32
"21040",21040,"2009-06-27 07:00:00",57
"21041",21041,"2009-06-27 08:00:00",46
"21042",21042,"2009-06-27 09:00:00",49
"21043",21043,"2009-06-27 10:00:00",64
"21044",21044,"2009-06-27 11:00:00",95
"21045",21045,"2009-06-27 12:00:00",78
"21046",21046,"2009-06-27 13:00:00",88
"21047",21047,"2009-06-27 14:00:00",72
"21048",21048,"2009-06-27 15:00:00",79
"21049",21049,"2009-06-27 16:00:00",82
"21050",21050,"2009-06-27 17:00:00",88
"21051",21051,"2009-06-27 18:00:00",66
"21052",21052,"2009-06-27 19:00:00",87
"21053",21053,"2009-06-27 20:00:00",85
"21054",21054,"2009-06-27 21:00:00",104
"21055",21055,"2009-06-27 22:00:00",62
"21056",21056,"2009-06-27 23:00:00",62
"21057",21057,"2009-06-28 00:00:00",160
"21058",21058,"2009-06-28 01:00:00",46
"21059",21059,"2009-06-28 02:00:00",38
"21060",21060,"2009-06-28 03:00:00",25
"21061",21061,"2009-06-28 04:00:00",17
"21062",21062,"2009-06-28 05:00:00",9
"21063",21063,"2009-06-28 06:00:00",16
"21064",21064,"2009-06-28 07:00:00",30
"21065",21065,"2009-06-28 08:00:00",40
"21066",21066,"2009-06-28 09:00:00",50
"21067",21067,"2009-06-28 10:00:00",65
"21068",21068,"2009-06-28 11:00:00",73
"21069",21069,"2009-06-28 12:00:00",72
"21070",21070,"2009-06-28 13:00:00",100
"21071",21071,"2009-06-28 14:00:00",92
"21072",21072,"2009-06-28 15:00:00",100
"21073",21073,"2009-06-28 16:00:00",87
"21074",21074,"2009-06-28 17:00:00",62
"21075",21075,"2009-06-28 18:00:00",109
"21076",21076,"2009-06-28 19:00:00",178
"21077",21077,"2009-06-28 20:00:00",193
"21078",21078,"2009-06-28 21:00:00",156
"21079",21079,"2009-06-28 22:00:00",134
"21080",21080,"2009-06-28 23:00:00",111
"21081",21081,"2009-06-29 00:00:00",183
"21082",21082,"2009-06-29 01:00:00",51
"21083",21083,"2009-06-29 02:00:00",21
"21084",21084,"2009-06-29 03:00:00",23
"21085",21085,"2009-06-29 04:00:00",15
"21086",21086,"2009-06-29 05:00:00",23
"21087",21087,"2009-06-29 06:00:00",28
"21088",21088,"2009-06-29 07:00:00",50
"21089",21089,"2009-06-29 08:00:00",82
"21090",21090,"2009-06-29 09:00:00",88
"21091",21091,"2009-06-29 10:00:00",104
"21092",21092,"2009-06-29 11:00:00",103
"21093",21093,"2009-06-29 12:00:00",115
"21094",21094,"2009-06-29 13:00:00",132
"21095",21095,"2009-06-29 14:00:00",131
"21096",21096,"2009-06-29 15:00:00",113
"21097",21097,"2009-06-29 16:00:00",120
"21098",21098,"2009-06-29 17:00:00",98
"21099",21099,"2009-06-29 18:00:00",119
"21100",21100,"2009-06-29 19:00:00",101
"21101",21101,"2009-06-29 20:00:00",76
"21102",21102,"2009-06-29 21:00:00",80
"21103",21103,"2009-06-29 22:00:00",81
"21104",21104,"2009-06-29 23:00:00",76
"21105",21105,"2009-06-30 00:00:00",189
"21106",21106,"2009-06-30 01:00:00",57
"21107",21107,"2009-06-30 02:00:00",27
"21108",21108,"2009-06-30 03:00:00",23
"21109",21109,"2009-06-30 04:00:00",15
"21110",21110,"2009-06-30 05:00:00",19
"21111",21111,"2009-06-30 06:00:00",32
"21112",21112,"2009-06-30 07:00:00",54
"21113",21113,"2009-06-30 08:00:00",91
"21114",21114,"2009-06-30 09:00:00",115
"21115",21115,"2009-06-30 10:00:00",103
"21116",21116,"2009-06-30 11:00:00",124
"21117",21117,"2009-06-30 12:00:00",143
"21118",21118,"2009-06-30 13:00:00",129
"21119",21119,"2009-06-30 14:00:00",127
"21120",21120,"2009-06-30 15:00:00",126
"21121",21121,"2009-06-30 16:00:00",145
"21122",21122,"2009-06-30 17:00:00",138
"21123",21123,"2009-06-30 18:00:00",107
"21124",21124,"2009-06-30 19:00:00",90
"21125",21125,"2009-06-30 20:00:00",116
"21126",21126,"2009-06-30 21:00:00",105
"21127",21127,"2009-06-30 22:00:00",99
"21128",21128,"2009-06-30 23:00:00",88
