"","X","t","n"
"17392",17392,"2009-01-26 07:00:00",2
"17393",17393,"2009-01-26 08:00:00",7
"17394",17394,"2009-01-26 09:00:00",3
"17395",17395,"2009-01-26 10:00:00",12
"17396",17396,"2009-01-26 11:00:00",11
"17397",17397,"2009-01-26 12:00:00",9
"17398",17398,"2009-01-26 13:00:00",10
"17399",17399,"2009-01-26 14:00:00",21
"17400",17400,"2009-01-26 15:00:00",18
"17401",17401,"2009-01-26 16:00:00",16
"17402",17402,"2009-01-26 17:00:00",9
"17403",17403,"2009-01-26 18:00:00",9
"17404",17404,"2009-01-26 19:00:00",10
"17405",17405,"2009-01-26 20:00:00",3
"17406",17406,"2009-01-26 21:00:00",8
"17407",17407,"2009-01-26 22:00:00",10
"17408",17408,"2009-01-26 23:00:00",3
"17409",17409,"2009-01-27 00:00:00",1
"17410",17410,"2009-01-27 01:00:00",0
"17411",17411,"2009-01-27 02:00:00",0
"17412",17412,"2009-01-27 03:00:00",0
"17413",17413,"2009-01-27 04:00:00",1
"17414",17414,"2009-01-27 05:00:00",3
"17415",17415,"2009-01-27 06:00:00",0
"17416",17416,"2009-01-27 07:00:00",2
"17417",17417,"2009-01-27 08:00:00",5
"17418",17418,"2009-01-27 09:00:00",10
"17419",17419,"2009-01-27 10:00:00",14
"17420",17420,"2009-01-27 11:00:00",13
"17421",17421,"2009-01-27 12:00:00",10
"17422",17422,"2009-01-27 13:00:00",11
"17423",17423,"2009-01-27 14:00:00",10
"17424",17424,"2009-01-27 15:00:00",16
"17425",17425,"2009-01-27 16:00:00",10
"17426",17426,"2009-01-27 17:00:00",3
"17427",17427,"2009-01-27 18:00:00",9
"17428",17428,"2009-01-27 19:00:00",14
"17429",17429,"2009-01-27 20:00:00",12
"17430",17430,"2009-01-27 21:00:00",8
"17431",17431,"2009-01-27 22:00:00",8
"17432",17432,"2009-01-27 23:00:00",3
"17433",17433,"2009-01-28 00:00:00",4
"17434",17434,"2009-01-28 01:00:00",0
"17435",17435,"2009-01-28 02:00:00",0
"17436",17436,"2009-01-28 03:00:00",1
"17437",17437,"2009-01-28 04:00:00",0
"17438",17438,"2009-01-28 05:00:00",4
"17439",17439,"2009-01-28 06:00:00",4
"17440",17440,"2009-01-28 07:00:00",9
"17441",17441,"2009-01-28 08:00:00",31
"17442",17442,"2009-01-28 09:00:00",16
"17443",17443,"2009-01-28 10:00:00",11
"17444",17444,"2009-01-28 11:00:00",11
"17445",17445,"2009-01-28 12:00:00",14
"17446",17446,"2009-01-28 13:00:00",13
"17447",17447,"2009-01-28 14:00:00",11
"17448",17448,"2009-01-28 15:00:00",11
"17449",17449,"2009-01-28 16:00:00",14
"17450",17450,"2009-01-28 17:00:00",10
"17451",17451,"2009-01-28 18:00:00",11
"17452",17452,"2009-01-28 19:00:00",11
"17453",17453,"2009-01-28 20:00:00",16
"17454",17454,"2009-01-28 21:00:00",5
"17455",17455,"2009-01-28 22:00:00",9
"17456",17456,"2009-01-28 23:00:00",6
"17457",17457,"2009-01-29 00:00:00",3
"17458",17458,"2009-01-29 01:00:00",3
"17459",17459,"2009-01-29 02:00:00",0
"17460",17460,"2009-01-29 03:00:00",0
"17461",17461,"2009-01-29 04:00:00",0
"17462",17462,"2009-01-29 05:00:00",2
"17463",17463,"2009-01-29 06:00:00",3
"17464",17464,"2009-01-29 07:00:00",2
"17465",17465,"2009-01-29 08:00:00",1
"17466",17466,"2009-01-29 09:00:00",14
"17467",17467,"2009-01-29 10:00:00",13
"17468",17468,"2009-01-29 11:00:00",13
"17469",17469,"2009-01-29 12:00:00",6
"17470",17470,"2009-01-29 13:00:00",18
"17471",17471,"2009-01-29 14:00:00",29
"17472",17472,"2009-01-29 15:00:00",9
"17473",17473,"2009-01-29 16:00:00",15
"17474",17474,"2009-01-29 17:00:00",8
"17475",17475,"2009-01-29 18:00:00",13
"17476",17476,"2009-01-29 19:00:00",3
"17477",17477,"2009-01-29 20:00:00",8
"17478",17478,"2009-01-29 21:00:00",19
"17479",17479,"2009-01-29 22:00:00",5
"17480",17480,"2009-01-29 23:00:00",3
"17481",17481,"2009-01-30 00:00:00",2
"17482",17482,"2009-01-30 01:00:00",4
"17483",17483,"2009-01-30 02:00:00",2
"17484",17484,"2009-01-30 03:00:00",0
"17485",17485,"2009-01-30 04:00:00",0
"17486",17486,"2009-01-30 05:00:00",2
"17487",17487,"2009-01-30 06:00:00",2
"17488",17488,"2009-01-30 07:00:00",6
"17489",17489,"2009-01-30 08:00:00",4
"17490",17490,"2009-01-30 09:00:00",17
"17491",17491,"2009-01-30 10:00:00",9
"17492",17492,"2009-01-30 11:00:00",13
"17493",17493,"2009-01-30 12:00:00",8
"17494",17494,"2009-01-30 13:00:00",11
"17495",17495,"2009-01-30 14:00:00",7
"17496",17496,"2009-01-30 15:00:00",5
"17497",17497,"2009-01-30 16:00:00",26
"17498",17498,"2009-01-30 17:00:00",13
"17499",17499,"2009-01-30 18:00:00",5
"17500",17500,"2009-01-30 19:00:00",5
"17501",17501,"2009-01-30 20:00:00",2
"17502",17502,"2009-01-30 21:00:00",5
"17503",17503,"2009-01-30 22:00:00",4
"17504",17504,"2009-01-30 23:00:00",7
"17505",17505,"2009-01-31 00:00:00",12
"17506",17506,"2009-01-31 01:00:00",3
"17507",17507,"2009-01-31 02:00:00",0
"17508",17508,"2009-01-31 03:00:00",2
"17509",17509,"2009-01-31 04:00:00",0
"17510",17510,"2009-01-31 05:00:00",1
"17511",17511,"2009-01-31 06:00:00",1
"17512",17512,"2009-01-31 07:00:00",5
"17513",17513,"2009-01-31 08:00:00",7
"17514",17514,"2009-01-31 09:00:00",3
"17515",17515,"2009-01-31 10:00:00",7
"17516",17516,"2009-01-31 11:00:00",5
"17517",17517,"2009-01-31 12:00:00",13
"17518",17518,"2009-01-31 13:00:00",8
"17519",17519,"2009-01-31 14:00:00",7
"17520",17520,"2009-01-31 15:00:00",8
"17521",17521,"2009-01-31 16:00:00",9
"17522",17522,"2009-01-31 17:00:00",8
"17523",17523,"2009-01-31 18:00:00",6
"17524",17524,"2009-01-31 19:00:00",5
"17525",17525,"2009-01-31 20:00:00",3
"17526",17526,"2009-01-31 21:00:00",1
"17527",17527,"2009-01-31 22:00:00",4
"17528",17528,"2009-01-31 23:00:00",1
