"","X","t","n"
"21735",21735,"2009-07-26 06:00:00",45
"21736",21736,"2009-07-26 07:00:00",35
"21737",21737,"2009-07-26 08:00:00",46
"21738",21738,"2009-07-26 09:00:00",90
"21739",21739,"2009-07-26 10:00:00",84
"21740",21740,"2009-07-26 11:00:00",131
"21741",21741,"2009-07-26 12:00:00",146
"21742",21742,"2009-07-26 13:00:00",112
"21743",21743,"2009-07-26 14:00:00",173
"21744",21744,"2009-07-26 15:00:00",149
"21745",21745,"2009-07-26 16:00:00",155
"21746",21746,"2009-07-26 17:00:00",166
"21747",21747,"2009-07-26 18:00:00",108
"21748",21748,"2009-07-26 19:00:00",132
"21749",21749,"2009-07-26 20:00:00",168
"21750",21750,"2009-07-26 21:00:00",178
"21751",21751,"2009-07-26 22:00:00",182
"21752",21752,"2009-07-26 23:00:00",153
"21753",21753,"2009-07-27 00:00:00",369
"21754",21754,"2009-07-27 01:00:00",80
"21755",21755,"2009-07-27 02:00:00",73
"21756",21756,"2009-07-27 03:00:00",66
"21757",21757,"2009-07-27 04:00:00",39
"21758",21758,"2009-07-27 05:00:00",42
"21759",21759,"2009-07-27 06:00:00",37
"21760",21760,"2009-07-27 07:00:00",71
"21761",21761,"2009-07-27 08:00:00",101
"21762",21762,"2009-07-27 09:00:00",146
"21763",21763,"2009-07-27 10:00:00",152
"21764",21764,"2009-07-27 11:00:00",203
"21765",21765,"2009-07-27 12:00:00",176
"21766",21766,"2009-07-27 13:00:00",200
"21767",21767,"2009-07-27 14:00:00",192
"21768",21768,"2009-07-27 15:00:00",208
"21769",21769,"2009-07-27 16:00:00",209
"21770",21770,"2009-07-27 17:00:00",200
"21771",21771,"2009-07-27 18:00:00",175
"21772",21772,"2009-07-27 19:00:00",166
"21773",21773,"2009-07-27 20:00:00",180
"21774",21774,"2009-07-27 21:00:00",148
"21775",21775,"2009-07-27 22:00:00",133
"21776",21776,"2009-07-27 23:00:00",141
"21777",21777,"2009-07-28 00:00:00",380
"21778",21778,"2009-07-28 01:00:00",79
"21779",21779,"2009-07-28 02:00:00",58
"21780",21780,"2009-07-28 03:00:00",39
"21781",21781,"2009-07-28 04:00:00",50
"21782",21782,"2009-07-28 05:00:00",28
"21783",21783,"2009-07-28 06:00:00",40
"21784",21784,"2009-07-28 07:00:00",55
"21785",21785,"2009-07-28 08:00:00",143
"21786",21786,"2009-07-28 09:00:00",163
"21787",21787,"2009-07-28 10:00:00",225
"21788",21788,"2009-07-28 11:00:00",214
"21789",21789,"2009-07-28 12:00:00",182
"21790",21790,"2009-07-28 13:00:00",173
"21791",21791,"2009-07-28 14:00:00",184
"21792",21792,"2009-07-28 15:00:00",212
"21793",21793,"2009-07-28 16:00:00",244
"21794",21794,"2009-07-28 17:00:00",198
"21795",21795,"2009-07-28 18:00:00",150
"21796",21796,"2009-07-28 19:00:00",136
"21797",21797,"2009-07-28 20:00:00",149
"21798",21798,"2009-07-28 21:00:00",206
"21799",21799,"2009-07-28 22:00:00",156
"21800",21800,"2009-07-28 23:00:00",142
"21801",21801,"2009-07-29 00:00:00",354
"21802",21802,"2009-07-29 01:00:00",49
"21803",21803,"2009-07-29 02:00:00",54
"21804",21804,"2009-07-29 03:00:00",72
"21805",21805,"2009-07-29 04:00:00",20
"21806",21806,"2009-07-29 05:00:00",25
"21807",21807,"2009-07-29 06:00:00",49
"21808",21808,"2009-07-29 07:00:00",65
"21809",21809,"2009-07-29 08:00:00",142
"21810",21810,"2009-07-29 09:00:00",179
"21811",21811,"2009-07-29 10:00:00",153
"21812",21812,"2009-07-29 11:00:00",192
"21813",21813,"2009-07-29 12:00:00",186
"21814",21814,"2009-07-29 13:00:00",209
"21815",21815,"2009-07-29 14:00:00",209
"21816",21816,"2009-07-29 15:00:00",223
"21817",21817,"2009-07-29 16:00:00",218
"21818",21818,"2009-07-29 17:00:00",168
"21819",21819,"2009-07-29 18:00:00",191
"21820",21820,"2009-07-29 19:00:00",202
"21821",21821,"2009-07-29 20:00:00",189
"21822",21822,"2009-07-29 21:00:00",190
"21823",21823,"2009-07-29 22:00:00",177
"21824",21824,"2009-07-29 23:00:00",115
"21825",21825,"2009-07-30 00:00:00",496
"21826",21826,"2009-07-30 01:00:00",93
"21827",21827,"2009-07-30 02:00:00",73
"21828",21828,"2009-07-30 03:00:00",57
"21829",21829,"2009-07-30 04:00:00",33
"21830",21830,"2009-07-30 05:00:00",39
"21831",21831,"2009-07-30 06:00:00",59
"21832",21832,"2009-07-30 07:00:00",80
"21833",21833,"2009-07-30 08:00:00",172
"21834",21834,"2009-07-30 09:00:00",192
"21835",21835,"2009-07-30 10:00:00",210
"21836",21836,"2009-07-30 11:00:00",264
"21837",21837,"2009-07-30 12:00:00",240
"21838",21838,"2009-07-30 13:00:00",241
"21839",21839,"2009-07-30 14:00:00",220
"21840",21840,"2009-07-30 15:00:00",231
"21841",21841,"2009-07-30 16:00:00",225
"21842",21842,"2009-07-30 17:00:00",179
"21843",21843,"2009-07-30 18:00:00",159
"21844",21844,"2009-07-30 19:00:00",170
"21845",21845,"2009-07-30 20:00:00",157
"21846",21846,"2009-07-30 21:00:00",194
"21847",21847,"2009-07-30 22:00:00",200
"21848",21848,"2009-07-30 23:00:00",152
"21849",21849,"2009-07-31 00:00:00",452
"21850",21850,"2009-07-31 01:00:00",80
"21851",21851,"2009-07-31 02:00:00",72
"21852",21852,"2009-07-31 03:00:00",41
"21853",21853,"2009-07-31 04:00:00",41
"21854",21854,"2009-07-31 05:00:00",26
"21855",21855,"2009-07-31 06:00:00",44
"21856",21856,"2009-07-31 07:00:00",78
"21857",21857,"2009-07-31 08:00:00",125
"21858",21858,"2009-07-31 09:00:00",162
"21859",21859,"2009-07-31 10:00:00",205
"21860",21860,"2009-07-31 11:00:00",199
"21861",21861,"2009-07-31 12:00:00",211
"21862",21862,"2009-07-31 13:00:00",188
"21863",21863,"2009-07-31 14:00:00",186
"21864",21864,"2009-07-31 15:00:00",227
"21865",21865,"2009-07-31 16:00:00",236
"21866",21866,"2009-07-31 17:00:00",148
"21867",21867,"2009-07-31 18:00:00",179
"21868",21868,"2009-07-31 19:00:00",169
"21869",21869,"2009-07-31 20:00:00",156
"21870",21870,"2009-07-31 21:00:00",192
"21871",21871,"2009-07-31 22:00:00",178
"21872",21872,"2009-07-31 23:00:00",123
