"","X","t","n"
"21674",21674,"2009-07-23 17:00:00",221
"21675",21675,"2009-07-23 18:00:00",142
"21676",21676,"2009-07-23 19:00:00",145
"21677",21677,"2009-07-23 20:00:00",136
"21678",21678,"2009-07-23 21:00:00",147
"21679",21679,"2009-07-23 22:00:00",177
"21680",21680,"2009-07-23 23:00:00",158
"21681",21681,"2009-07-24 00:00:00",314
"21682",21682,"2009-07-24 01:00:00",103
"21683",21683,"2009-07-24 02:00:00",51
"21684",21684,"2009-07-24 03:00:00",34
"21685",21685,"2009-07-24 04:00:00",28
"21686",21686,"2009-07-24 05:00:00",55
"21687",21687,"2009-07-24 06:00:00",55
"21688",21688,"2009-07-24 07:00:00",88
"21689",21689,"2009-07-24 08:00:00",137
"21690",21690,"2009-07-24 09:00:00",193
"21691",21691,"2009-07-24 10:00:00",231
"21692",21692,"2009-07-24 11:00:00",224
"21693",21693,"2009-07-24 12:00:00",266
"21694",21694,"2009-07-24 13:00:00",180
"21695",21695,"2009-07-24 14:00:00",216
"21696",21696,"2009-07-24 15:00:00",233
"21697",21697,"2009-07-24 16:00:00",183
"21698",21698,"2009-07-24 17:00:00",213
"21699",21699,"2009-07-24 18:00:00",157
"21700",21700,"2009-07-24 19:00:00",162
"21701",21701,"2009-07-24 20:00:00",147
"21702",21702,"2009-07-24 21:00:00",155
"21703",21703,"2009-07-24 22:00:00",155
"21704",21704,"2009-07-24 23:00:00",104
"21705",21705,"2009-07-25 00:00:00",263
"21706",21706,"2009-07-25 01:00:00",105
"21707",21707,"2009-07-25 02:00:00",93
"21708",21708,"2009-07-25 03:00:00",74
"21709",21709,"2009-07-25 04:00:00",26
"21710",21710,"2009-07-25 05:00:00",39
"21711",21711,"2009-07-25 06:00:00",26
"21712",21712,"2009-07-25 07:00:00",59
"21713",21713,"2009-07-25 08:00:00",80
"21714",21714,"2009-07-25 09:00:00",94
"21715",21715,"2009-07-25 10:00:00",124
"21716",21716,"2009-07-25 11:00:00",152
"21717",21717,"2009-07-25 12:00:00",129
"21718",21718,"2009-07-25 13:00:00",157
"21719",21719,"2009-07-25 14:00:00",126
"21720",21720,"2009-07-25 15:00:00",142
"21721",21721,"2009-07-25 16:00:00",131
"21722",21722,"2009-07-25 17:00:00",154
"21723",21723,"2009-07-25 18:00:00",159
"21724",21724,"2009-07-25 19:00:00",152
"21725",21725,"2009-07-25 20:00:00",131
"21726",21726,"2009-07-25 21:00:00",107
"21727",21727,"2009-07-25 22:00:00",165
"21728",21728,"2009-07-25 23:00:00",129
"21729",21729,"2009-07-26 00:00:00",336
"21730",21730,"2009-07-26 01:00:00",77
"21731",21731,"2009-07-26 02:00:00",41
"21732",21732,"2009-07-26 03:00:00",72
"21733",21733,"2009-07-26 04:00:00",41
"21734",21734,"2009-07-26 05:00:00",40
