"","X","t","n"
"20193",20193,"2009-05-23 00:00:00",62
"20194",20194,"2009-05-23 01:00:00",23
"20195",20195,"2009-05-23 02:00:00",19
"20196",20196,"2009-05-23 03:00:00",18
"20197",20197,"2009-05-23 04:00:00",5
"20198",20198,"2009-05-23 05:00:00",20
"20199",20199,"2009-05-23 06:00:00",12
"20200",20200,"2009-05-23 07:00:00",11
"20201",20201,"2009-05-23 08:00:00",28
"20202",20202,"2009-05-23 09:00:00",25
"20203",20203,"2009-05-23 10:00:00",34
"20204",20204,"2009-05-23 11:00:00",42
"20205",20205,"2009-05-23 12:00:00",43
"20206",20206,"2009-05-23 13:00:00",34
"20207",20207,"2009-05-23 14:00:00",34
"20208",20208,"2009-05-23 15:00:00",31
"20209",20209,"2009-05-23 16:00:00",41
"20210",20210,"2009-05-23 17:00:00",47
"20211",20211,"2009-05-23 18:00:00",40
"20212",20212,"2009-05-23 19:00:00",35
"20213",20213,"2009-05-23 20:00:00",32
"20214",20214,"2009-05-23 21:00:00",55
"20215",20215,"2009-05-23 22:00:00",46
"20216",20216,"2009-05-23 23:00:00",56
"20217",20217,"2009-05-24 00:00:00",84
"20218",20218,"2009-05-24 01:00:00",10
"20219",20219,"2009-05-24 02:00:00",5
"20220",20220,"2009-05-24 03:00:00",8
"20221",20221,"2009-05-24 04:00:00",6
"20222",20222,"2009-05-24 05:00:00",4
"20223",20223,"2009-05-24 06:00:00",6
"20224",20224,"2009-05-24 07:00:00",10
"20225",20225,"2009-05-24 08:00:00",23
"20226",20226,"2009-05-24 09:00:00",23
"20227",20227,"2009-05-24 10:00:00",29
"20228",20228,"2009-05-24 11:00:00",44
"20229",20229,"2009-05-24 12:00:00",24
"20230",20230,"2009-05-24 13:00:00",52
"20231",20231,"2009-05-24 14:00:00",52
"20232",20232,"2009-05-24 15:00:00",29
"20233",20233,"2009-05-24 16:00:00",23
"20234",20234,"2009-05-24 17:00:00",45
"20235",20235,"2009-05-24 18:00:00",62
"20236",20236,"2009-05-24 19:00:00",63
"20237",20237,"2009-05-24 20:00:00",48
"20238",20238,"2009-05-24 21:00:00",37
"20239",20239,"2009-05-24 22:00:00",63
"20240",20240,"2009-05-24 23:00:00",70
"20241",20241,"2009-05-25 00:00:00",94
"20242",20242,"2009-05-25 01:00:00",23
"20243",20243,"2009-05-25 02:00:00",9
"20244",20244,"2009-05-25 03:00:00",12
"20245",20245,"2009-05-25 04:00:00",16
"20246",20246,"2009-05-25 05:00:00",7
"20247",20247,"2009-05-25 06:00:00",7
"20248",20248,"2009-05-25 07:00:00",13
"20249",20249,"2009-05-25 08:00:00",23
"20250",20250,"2009-05-25 09:00:00",40
"20251",20251,"2009-05-25 10:00:00",48
"20252",20252,"2009-05-25 11:00:00",40
"20253",20253,"2009-05-25 12:00:00",47
"20254",20254,"2009-05-25 13:00:00",57
"20255",20255,"2009-05-25 14:00:00",53
"20256",20256,"2009-05-25 15:00:00",40
"20257",20257,"2009-05-25 16:00:00",37
"20258",20258,"2009-05-25 17:00:00",30
"20259",20259,"2009-05-25 18:00:00",41
"20260",20260,"2009-05-25 19:00:00",32
"20261",20261,"2009-05-25 20:00:00",45
"20262",20262,"2009-05-25 21:00:00",39
"20263",20263,"2009-05-25 22:00:00",43
"20264",20264,"2009-05-25 23:00:00",62
"20265",20265,"2009-05-26 00:00:00",73
"20266",20266,"2009-05-26 01:00:00",9
"20267",20267,"2009-05-26 02:00:00",10
"20268",20268,"2009-05-26 03:00:00",6
"20269",20269,"2009-05-26 04:00:00",9
"20270",20270,"2009-05-26 05:00:00",15
