"","X","t","n"
"19551",19551,"2009-04-26 06:00:00",8
"19552",19552,"2009-04-26 07:00:00",13
"19553",19553,"2009-04-26 08:00:00",11
"19554",19554,"2009-04-26 09:00:00",15
"19555",19555,"2009-04-26 10:00:00",33
"19556",19556,"2009-04-26 11:00:00",43
"19557",19557,"2009-04-26 12:00:00",34
"19558",19558,"2009-04-26 13:00:00",37
"19559",19559,"2009-04-26 14:00:00",36
"19560",19560,"2009-04-26 15:00:00",39
"19561",19561,"2009-04-26 16:00:00",32
"19562",19562,"2009-04-26 17:00:00",26
"19563",19563,"2009-04-26 18:00:00",40
"19564",19564,"2009-04-26 19:00:00",33
"19565",19565,"2009-04-26 20:00:00",32
"19566",19566,"2009-04-26 21:00:00",38
"19567",19567,"2009-04-26 22:00:00",31
"19568",19568,"2009-04-26 23:00:00",18
"19569",19569,"2009-04-27 00:00:00",41
"19570",19570,"2009-04-27 01:00:00",5
"19571",19571,"2009-04-27 02:00:00",4
"19572",19572,"2009-04-27 03:00:00",8
"19573",19573,"2009-04-27 04:00:00",3
"19574",19574,"2009-04-27 05:00:00",10
"19575",19575,"2009-04-27 06:00:00",18
"19576",19576,"2009-04-27 07:00:00",17
"19577",19577,"2009-04-27 08:00:00",62
"19578",19578,"2009-04-27 09:00:00",34
"19579",19579,"2009-04-27 10:00:00",49
"19580",19580,"2009-04-27 11:00:00",47
"19581",19581,"2009-04-27 12:00:00",42
"19582",19582,"2009-04-27 13:00:00",65
"19583",19583,"2009-04-27 14:00:00",46
"19584",19584,"2009-04-27 15:00:00",41
"19585",19585,"2009-04-27 16:00:00",63
"19586",19586,"2009-04-27 17:00:00",47
"19587",19587,"2009-04-27 18:00:00",31
"19588",19588,"2009-04-27 19:00:00",49
"19589",19589,"2009-04-27 20:00:00",50
"19590",19590,"2009-04-27 21:00:00",49
"19591",19591,"2009-04-27 22:00:00",62
"19592",19592,"2009-04-27 23:00:00",22
"19593",19593,"2009-04-28 00:00:00",61
"19594",19594,"2009-04-28 01:00:00",11
"19595",19595,"2009-04-28 02:00:00",14
"19596",19596,"2009-04-28 03:00:00",5
"19597",19597,"2009-04-28 04:00:00",11
"19598",19598,"2009-04-28 05:00:00",11
"19599",19599,"2009-04-28 06:00:00",11
"19600",19600,"2009-04-28 07:00:00",16
"19601",19601,"2009-04-28 08:00:00",34
"19602",19602,"2009-04-28 09:00:00",56
"19603",19603,"2009-04-28 10:00:00",69
"19604",19604,"2009-04-28 11:00:00",57
"19605",19605,"2009-04-28 12:00:00",46
"19606",19606,"2009-04-28 13:00:00",39
"19607",19607,"2009-04-28 14:00:00",40
"19608",19608,"2009-04-28 15:00:00",45
"19609",19609,"2009-04-28 16:00:00",50
"19610",19610,"2009-04-28 17:00:00",46
"19611",19611,"2009-04-28 18:00:00",43
"19612",19612,"2009-04-28 19:00:00",43
"19613",19613,"2009-04-28 20:00:00",47
"19614",19614,"2009-04-28 21:00:00",49
"19615",19615,"2009-04-28 22:00:00",54
"19616",19616,"2009-04-28 23:00:00",22
"19617",19617,"2009-04-29 00:00:00",60
"19618",19618,"2009-04-29 01:00:00",11
"19619",19619,"2009-04-29 02:00:00",10
"19620",19620,"2009-04-29 03:00:00",11
"19621",19621,"2009-04-29 04:00:00",4
"19622",19622,"2009-04-29 05:00:00",16
"19623",19623,"2009-04-29 06:00:00",11
"19624",19624,"2009-04-29 07:00:00",23
"19625",19625,"2009-04-29 08:00:00",39
"19626",19626,"2009-04-29 09:00:00",54
"19627",19627,"2009-04-29 10:00:00",46
"19628",19628,"2009-04-29 11:00:00",59
"19629",19629,"2009-04-29 12:00:00",73
"19630",19630,"2009-04-29 13:00:00",67
"19631",19631,"2009-04-29 14:00:00",40
"19632",19632,"2009-04-29 15:00:00",56
"19633",19633,"2009-04-29 16:00:00",59
"19634",19634,"2009-04-29 17:00:00",34
"19635",19635,"2009-04-29 18:00:00",68
"19636",19636,"2009-04-29 19:00:00",51
"19637",19637,"2009-04-29 20:00:00",45
"19638",19638,"2009-04-29 21:00:00",54
"19639",19639,"2009-04-29 22:00:00",43
"19640",19640,"2009-04-29 23:00:00",33
"19641",19641,"2009-04-30 00:00:00",73
"19642",19642,"2009-04-30 01:00:00",7
"19643",19643,"2009-04-30 02:00:00",10
"19644",19644,"2009-04-30 03:00:00",4
"19645",19645,"2009-04-30 04:00:00",5
"19646",19646,"2009-04-30 05:00:00",7
"19647",19647,"2009-04-30 06:00:00",22
"19648",19648,"2009-04-30 07:00:00",20
"19649",19649,"2009-04-30 08:00:00",35
"19650",19650,"2009-04-30 09:00:00",55
"19651",19651,"2009-04-30 10:00:00",55
"19652",19652,"2009-04-30 11:00:00",53
"19653",19653,"2009-04-30 12:00:00",97
"19654",19654,"2009-04-30 13:00:00",69
"19655",19655,"2009-04-30 14:00:00",53
"19656",19656,"2009-04-30 15:00:00",53
"19657",19657,"2009-04-30 16:00:00",70
"19658",19658,"2009-04-30 17:00:00",51
"19659",19659,"2009-04-30 18:00:00",55
"19660",19660,"2009-04-30 19:00:00",37
"19661",19661,"2009-04-30 20:00:00",72
"19662",19662,"2009-04-30 21:00:00",53
"19663",19663,"2009-04-30 22:00:00",63
"19664",19664,"2009-04-30 23:00:00",36
